# 气象站 星沙街道, 中国, WMO_ID=57687，选择从 06.06.2022 至 02.06.2023, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=57687&lang=cn
#
"当地时间 星沙街道";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.04.2023 23:00";"15.6";"750.8";"761.5";"0.7";"71";"从西北方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"9.6";"26.4";"";"";"2500或更高，或无云。";"";"";"22.0";"10.4";"无降水";"12";"地表潮湿";"";"";"";
"30.04.2023 20:00";"19.7";"750.1";"760.9";"0.4";"44";"从西方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.6";"26.4";"";"";"2500或更高，或无云。";"";"";"27.0";"7.1";"无降水";"12";"地表潮湿";"";"";"";
"30.04.2023 17:00";"25.5";"749.7";"760.3";"-1.1";"28";"从东南方吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.6";"26.4";"";"";"2500或更高，或无云。";"";"";"22.0";"5.7";"无降水";"12";"地表潮湿";"";"";"";
"30.04.2023 14:00";"25.0";"750.8";"761.5";"-1.4";"30";"从东南方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.6";"25.3";"";"";"2500或更高，或无云。";"";"";"18.0";"6.2";"无降水";"12";"地表潮湿";"";"";"";
"30.04.2023 11:00";"21.5";"752.2";"763.0";"-0.3";"48";"从东南偏东方向吹来的风";"3";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.6";"22.3";"";"";"2500或更高，或无云。";"";"";"15.0";"10.0";"无降水";"12";"地表潮湿";"";"";"";
"30.04.2023 08:00";"14.0";"752.5";"763.3";"1.3";"87";"从东南偏东方向吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.6";"22.3";"";"";"2500或更高，或无云。";"";"";"11.0";"11.9";"无降水";"12";"地表潮湿";"";"";"";
"30.04.2023 05:00";"9.9";"751.2";"762.0";"-0.6";"96";"从东方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"9.6";"22.3";"";"";"2500或更高，或无云。";"";"";"11.0";"9.3";"无降水";"12";"地表潮湿";"";"";"";
"30.04.2023 02:00";"11.0";"751.8";"762.5";"-1.2";"93";"无风";"0";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.7";"22.3";"";"";"2500或更高，或无云。";"";"";"11.0";"9.9";"无降水";"12";"地表潮湿";"";"";"";
"29.04.2023 23:00";"13.8";"753.0";"763.7";"0.5";"75";"从西北偏西方向吹来的风";"1";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"13.7";"22.3";"";"";"2500或更高，或无云。";"";"";"14.0";"9.5";"无降水";"12";"地表潮湿";"";"";"";
"29.04.2023 20:00";"16.3";"752.5";"763.3";"0.5";"56";"从西北偏北方向吹来的风";"1";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"22.3";"";"";"2500或更高，或无云。";"";"";"12.0";"7.5";"无降水";"12";"地表潮湿";"";"";"";
"29.04.2023 17:00";"20.7";"752.0";"762.7";"-1.4";"29";"从西北偏北方向吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"22.3";"";"";"2500或更高，或无云。";"";"";"12.0";"2.0";"无降水";"12";"地表潮湿";"";"";"";
"29.04.2023 14:00";"22.2";"753.4";"764.1";"-1.2";"33";"从北方吹来的风";"3";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"22.3";"";"";"2500或更高，或无云。";"";"";"15.0";"5.2";"无降水";"12";"地表潮湿";"";"";"";
"29.04.2023 11:00";"19.4";"754.6";"765.4";"0.2";"44";"从东北偏东方向吹来的风";"4";"";"23";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"19.4";"";"";"2500或更高，或无云。";"";"";"22.0";"6.8";"无降水";"12";"地表潮湿";"";"";"";
"29.04.2023 08:00";"15.9";"754.4";"765.1";"2.2";"78";"从西北偏北方向吹来的风";"5";"";"23";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"19.1";"";"";"2500或更高，或无云。";"";"";"24.0";"12.1";"0.2";"12";"地表潮湿";"";"";"";
"29.04.2023 05:00";"16.0";"752.2";"763.0";"0.7";"78";"从西北偏北方向吹来的风";"3";"";"23";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"16.0";"19.1";"";"";"2500或更高，或无云。";"";"";"29.0";"12.2";"4.0";"12";"地表潮湿";"";"";"";
"29.04.2023 02:00";"17.9";"751.5";"762.1";"-0.8";"59";"从东北方吹来的风";"9";"";"23";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.2";"19.1";"";"";"2500或更高，或无云。";"";"";"26.0";"9.8";"9.0";"12";"地表潮湿";"";"";"";
"28.04.2023 23:00";"16.7";"752.3";"763.0";"2.3";"91";"从西北偏北方向吹来的风";"7";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"16.4";"19.1";"";"";"2500或更高，或无云。";"";"";"10.0";"15.2";"10.0";"12";"地表潮湿";"";"";"";
"28.04.2023 20:00";"18.1";"750.0";"760.6";"1.5";"95";"从北方吹来的风";"5";"";"10";"";"间歇性雨，不冻，在观测时中度 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"17.0";"19.1";"";"";"2500或更高，或无云。";"";"";"2.1";"17.3";"17.0";"12";"地表潮湿";"";"";"";
"28.04.2023 17:00";"18.6";"748.5";"759.1";"-0.3";"96";"从西北偏北方向吹来的风";"3";"";"5";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.0";"19.1";"";"";"2500或更高，或无云。";"";"";"1.6";"17.9";"13.0";"12";"地表潮湿";"";"";"";
"28.04.2023 14:00";"18.6";"748.8";"759.4";"-1.0";"96";"从东方吹来的风";"1";"";"";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"17.0";"19.7";"";"";"2500或更高，或无云。";"";"";"3.6";"17.9";"9.0";"12";"地表潮湿";"";"";"";
"28.04.2023 11:00";"17.9";"749.8";"760.4";"0.9";"94";"从东方吹来的风";"2";"";"4";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.0";"";"";"";"2500或更高，或无云。";"";"";"5.0";"16.9";"8.0";"12";"地表潮湿";"";"";"";
"28.04.2023 08:00";"17.1";"748.9";"759.6";"1.2";"94";"从东南偏南方向吹来的风";"3";"";"5";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"2500或更高，或无云。";"";"";"6.0";"16.1";"0.7";"12";"地表潮湿";"";"";"";
"28.04.2023 05:00";"17.1";"747.7";"758.4";"-1.1";"90";"从东南偏东方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"20.9";"";"";"2500或更高，或无云。";"";"";"12.0";"15.4";"无降水";"12";"地表潮湿";"";"";"";
"28.04.2023 02:00";"17.8";"748.8";"759.4";"-0.3";"84";"无风";"0";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"20.9";"";"";"2500或更高，或无云。";"";"";"18.0";"15.1";"无降水";"12";"地表潮湿";"";"";"";
"27.04.2023 23:00";"18.3";"749.1";"759.7";"0.9";"78";"从东方吹来的风";"0";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"20.9";"";"";"2500或更高，或无云。";"";"";"23.0";"14.4";"无降水";"12";"地表潮湿";"";"";"";
"27.04.2023 20:00";"18.2";"748.2";"758.9";"0.3";"79";"从东南偏东方向吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.8";"20.9";"";"";"2500或更高，或无云。";"";"";"22.0";"14.5";"";"";"地表潮湿";"";"";"";
"27.04.2023 17:00";"19.0";"747.9";"758.5";"-1.3";"74";"从东南方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.8";"22.8";"";"";"2500或更高，或无云。";"";"";"25.0";"14.3";"0.2";"12";"地表潮湿";"";"";"";
"27.04.2023 14:00";"19.7";"749.2";"759.9";"-1.6";"66";"从东南偏南方向吹来的风";"4";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.8";"23.6";"";"";"2500或更高，或无云。";"";"";"22.0";"13.2";"0.2";"12";"地表潮湿";"";"";"";
"27.04.2023 11:00";"19.2";"750.8";"761.5";"-0.3";"73";"从东南偏南方向吹来的风";"3";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.8";"23.6";"";"";"2500或更高，或无云。";"";"";"17.0";"14.2";"0.2";"12";"地表潮湿";"";"";"";
"27.04.2023 08:00";"14.0";"751.1";"761.8";"1.0";"86";"从南方吹来的风";"2";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.6";"23.6";"";"";"2500或更高，或无云。";"";"";"8.0";"11.7";"0.1";"12";"地表潮湿";"";"";"";
"27.04.2023 05:00";"13.3";"750.1";"760.7";"-0.3";"85";"从东南偏东方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"9.2";"23.6";"";"";"2500或更高，或无云。";"";"";"16.0";"10.8";"无降水";"12";"地表潮湿";"";"";"";
"27.04.2023 02:00";"15.1";"750.4";"761.0";"-0.6";"75";"从东方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.2";"23.6";"";"";"2500或更高，或无云。";"";"";"24.0";"10.7";"无降水";"12";"地表潮湿";"";"";"";
"26.04.2023 23:00";"14.8";"751.0";"761.7";"0.8";"78";"从东南偏东方向吹来的风";"2";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"9.2";"23.6";"";"";"2500或更高，或无云。";"";"";"20.0";"11.0";"无降水";"12";"地表潮湿";"";"";"";
"26.04.2023 20:00";"17.9";"750.2";"760.9";"-0.2";"66";"从西方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.2";"23.6";"";"";"2500或更高，或无云。";"";"";"30.0";"11.5";"无降水";"12";"地表潮湿";"";"";"";
"26.04.2023 17:00";"22.8";"750.4";"761.2";"-2.0";"39";"从东南方吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.2";"23.6";"";"";"2500或更高，或无云。";"";"";"30.0";"8.1";"无降水";"12";"地表潮湿";"";"";"";
"26.04.2023 14:00";"22.4";"752.4";"763.1";"-2.2";"44";"从东南偏南方向吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.2";"22.4";"";"";"2500或更高，或无云。";"";"";"27.0";"9.6";"无降水";"12";"地表潮湿";"";"";"";
"26.04.2023 11:00";"19.4";"754.6";"765.4";"-0.2";"61";"从东南方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.2";"19.4";"";"";"2500或更高，或无云。";"";"";"22.0";"11.7";"无降水";"12";"地表潮湿";"";"";"";
"26.04.2023 08:00";"12.7";"754.8";"765.7";"1.5";"92";"从东南偏东方向吹来的风";"2";"";"4";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.2";"18.4";"";"";"2500或更高，或无云。";"";"";"5.0";"11.4";"无降水";"12";"地表潮湿";"";"";"";
"26.04.2023 05:00";"9.2";"753.3";"764.2";"-0.6";"97";"从东南偏东方向吹来的风";"2";"";"4";"";"薄雾 ";"";"";"9.2";"18.4";"";"";"2500或更高，或无云。";"";"";"2.9";"8.7";"无降水";"12";"地表潮湿";"";"";"";
"26.04.2023 02:00";"9.9";"753.9";"764.8";"-0.4";"95";"从北方吹来的风";"0";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"18.4";"";"";"2500或更高，或无云。";"";"";"13.0";"9.1";"无降水";"12";"地表潮湿";"";"";"";
"25.04.2023 23:00";"10.6";"754.3";"765.2";"0.6";"94";"从西北偏西方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"9.8";"18.4";"";"";"2500或更高，或无云。";"";"";"17.0";"9.7";"无降水";"12";"地表潮湿";"";"";"";
"25.04.2023 20:00";"13.7";"753.7";"764.6";"0.3";"79";"从东南方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"18.4";"";"";"2500或更高，或无云。";"";"";"30.0";"10.1";"";"";"地表潮湿";"";"";"";
"25.04.2023 17:00";"18.0";"753.4";"764.2";"-1.2";"57";"从西北偏北方向吹来的风";"2";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"18.4";"";"";"2500或更高，或无云。";"";"";"30.0";"9.4";"1.0";"12";"地表潮湿";"";"";"";
"25.04.2023 14:00";"15.7";"754.6";"765.4";"-1.9";"68";"从西北偏北方向吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"15.8";"";"";"2500或更高，或无云。";"";"";"21.0";"9.8";"12.0";"12";"地表潮湿";"";"";"";
"25.04.2023 11:00";"11.7";"756.5";"767.5";"0.4";"89";"从西北方吹来的风";"2";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.8";"11.7";"";"";"2500或更高，或无云。";"";"";"8.0";"9.9";"13.0";"12";"地表潮湿";"";"";"";
"25.04.2023 08:00";"10.0";"756.1";"767.1";"0.8";"95";"从西北偏北方向吹来的风";"3";"";"10";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"10.8";"";"";"2500或更高，或无云。";"";"";"4.9";"9.2";"13.0";"12";"地表潮湿";"";"";"";
"25.04.2023 05:00";"10.0";"755.3";"766.3";"0.2";"96";"从西北方吹来的风";"5";"";"9";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"";"10.8";"";"";"2500或更高，或无云。";"";"";"9.0";"9.4";"12.0";"12";"地表潮湿";"";"";"";
"25.04.2023 02:00";"10.2";"755.1";"766.1";"-1.3";"95";"从西北偏北方向吹来的风";"3";"";"9";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"";"10.8";"";"";"2500或更高，或无云。";"";"";"8.0";"9.4";"2.0";"12";"地表潮湿";"";"";"";
"24.04.2023 23:00";"10.4";"756.4";"767.5";"0.4";"95";"从西北偏北方向吹来的风";"5";"";"9";"";"薄雾 ";"";"";"8.8";"10.8";"";"";"2500或更高，或无云。";"";"";"6.0";"9.6";"0.3";"12";"地表潮湿";"";"";"";
"24.04.2023 20:00";"10.3";"756.0";"767.0";"0.8";"96";"从西北偏北方向吹来的风";"3";"";"9";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.8";"10.8";"";"";"2500或更高，或无云。";"";"";"4.2";"9.7";"";"";"地表潮湿";"";"";"";
"24.04.2023 17:00";"10.5";"755.2";"766.2";"-0.9";"93";"从北方吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"8.7";"10.8";"";"";"2500或更高，或无云。";"";"";"7.0";"9.4";"0.1";"12";"地表潮湿";"";"";"";
